BOROUGH_NAME,BUILDING CLASS CATEGORY,ZIP CODE,AGE,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,RESIDENTIAL UNITS,COMMERCIAL UNITS
Queens,02 TWO FAMILY DWELLINGS,11433.0,105.0,2.0,4000.0,2400.0,2.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11204.0,75.0,1.0,2003.0,3423.0,1.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11219.0,110.0,3.0,2000.0,3036.0,3.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10466.0,75.0,2.0,2151.0,3119.0,2.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11358.0,115.0,2.0,4000.0,2496.0,2.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11419.0,105.0,2.0,5042.0,4353.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11358.0,75.0,1.0,6000.0,1280.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10312.0,55.0,1.0,4000.0,1680.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11210.0,115.0,2.0,5000.0,3432.0,2.0,0.0
Bronx,01 ONE FAMILY DWELLINGS,10465.0,65.0,1.0,9312.0,3096.0,1.0,0.0
Manhattan,31 COMMERCIAL VACANT LAND,10013.0,,,6443.0,,0.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11215.0,126.0,3.0,1983.0,5600.0,3.0,0.0
Manhattan,03 THREE FAMILY DWELLINGS,10014.0,126.0,3.0,1400.0,2400.0,3.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11214.0,2.0,3.0,2900.0,7169.0,3.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10302.0,124.0,2.0,5000.0,1792.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11429.0,95.0,1.0,2600.0,1136.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10305.0,20.0,1.0,2300.0,1290.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11358.0,90.0,1.0,4000.0,1592.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11103.0,100.0,2.0,4000.0,2720.0,2.0,0.0
Manhattan,21 OFFICE BUILDINGS,10017.0,61.0,65.0,23864.0,407767.0,0.0,65.0
Brooklyn,01 ONE FAMILY DWELLINGS,11234.0,65.0,1.0,3975.0,1869.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11355.0,70.0,2.0,2200.0,1780.0,2.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11204.0,95.0,1.0,4000.0,1404.0,1.0,0.0
Manhattan,07 RENTALS - WALKUP APARTMENTS,10024.0,115.0,7.0,2013.0,6346.0,7.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10303.0,50.0,1.0,2675.0,1280.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10314.0,1.0,1.0,2500.0,1756.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10304.0,65.0,1.0,6000.0,4036.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11420.0,55.0,2.0,1942.0,1890.0,2.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11218.0,105.0,1.0,2000.0,1827.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11357.0,70.0,1.0,5000.0,1255.0,1.0,0.0
Queens,35 INDOOR PUBLIC AND CULTURAL FACILITIES,11434.0,115.0,1.0,2000.0,1500.0,0.0,1.0
Bronx,02 TWO FAMILY DWELLINGS,10472.0,75.0,2.0,5150.0,966.0,2.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11201.0,126.0,3.0,1875.0,2520.0,3.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11378.0,105.0,2.0,1683.0,1600.0,2.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11429.0,85.0,2.0,4180.0,1728.0,2.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11239.0,16.0,2.0,2322.0,2430.0,2.0,0.0
Brooklyn,07 RENTALS - WALKUP APARTMENTS,11231.0,125.0,4.0,1600.0,2400.0,4.0,0.0
Bronx,07 RENTALS - WALKUP APARTMENTS,10465.0,95.0,6.0,2500.0,3400.0,6.0,0.0
Queens,31 COMMERCIAL VACANT LAND,11385.0,,,14724.0,,0.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11228.0,100.0,1.0,4000.0,2403.0,1.0,0.0
Bronx,01 ONE FAMILY DWELLINGS,10460.0,40.0,1.0,2905.0,1320.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11385.0,95.0,1.0,1900.0,1316.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10303.0,26.0,1.0,2100.0,2807.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11355.0,65.0,1.0,2500.0,1056.0,1.0,0.0
Bronx,01 ONE FAMILY DWELLINGS,10469.0,75.0,1.0,1710.0,1863.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11221.0,27.0,2.0,2017.0,1960.0,2.0,0.0
Bronx,29 COMMERCIAL GARAGES,10452.0,105.0,1.0,14000.0,11000.0,0.0,1.0
Queens,02 TWO FAMILY DWELLINGS,11419.0,100.0,2.0,2018.0,1264.0,2.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10305.0,55.0,1.0,2200.0,1108.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10306.0,31.0,1.0,1400.0,1300.0,1.0,0.0
Manhattan,14 RENTALS - 4-10 UNIT,10012.0,115.0,4.0,1257.0,3655.0,3.0,1.0
Staten Island,01 ONE FAMILY DWELLINGS,10304.0,33.0,1.0,702.0,938.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11692.0,18.0,2.0,3827.0,2953.0,2.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11228.0,90.0,3.0,2350.0,1748.0,3.0,0.0
Bronx,26 OTHER HOTELS,10458.0,66.0,1.0,23581.0,20000.0,0.0,1.0
Staten Island,01 ONE FAMILY DWELLINGS,10301.0,105.0,1.0,5400.0,1580.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11218.0,126.0,2.0,2000.0,1974.0,2.0,0.0
Manhattan,01 ONE FAMILY DWELLINGS,10065.0,126.0,1.0,1632.0,3656.0,1.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10314.0,22.0,2.0,1950.0,1584.0,2.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11228.0,75.0,2.0,1933.0,1814.0,2.0,0.0
Bronx,03 THREE FAMILY DWELLINGS,10473.0,85.0,3.0,2500.0,3480.0,3.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11228.0,105.0,1.0,1500.0,1242.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11356.0,70.0,1.0,4000.0,1032.0,1.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10465.0,100.0,2.0,2163.0,1600.0,2.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11230.0,105.0,1.0,3000.0,2558.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11369.0,115.0,1.0,4000.0,1958.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11224.0,120.0,2.0,4000.0,2720.0,2.0,0.0
Queens,31 COMMERCIAL VACANT LAND,11368.0,,,3125.0,,0.0,0.0
Bronx,29 COMMERCIAL GARAGES,10460.0,94.0,1.0,10000.0,10000.0,0.0,1.0
Staten Island,02 TWO FAMILY DWELLINGS,10309.0,38.0,2.0,10224.0,3400.0,2.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10308.0,60.0,2.0,4488.0,2376.0,2.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11421.0,110.0,2.0,1706.0,1696.0,2.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11103.0,95.0,2.0,3000.0,3280.0,2.0,0.0
Queens,03 THREE FAMILY DWELLINGS,11694.0,115.0,3.0,8000.0,3078.0,3.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11414.0,60.0,1.0,3500.0,2169.0,1.0,0.0
Bronx,07 RENTALS - WALKUP APARTMENTS,10473.0,4.0,40.0,38589.0,50000.0,40.0,0.0
Queens,03 THREE FAMILY DWELLINGS,11369.0,95.0,3.0,2500.0,2958.0,3.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11369.0,95.0,2.0,2256.0,2200.0,2.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11212.0,115.0,2.0,2283.0,1944.0,2.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11203.0,80.0,1.0,2000.0,824.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11358.0,100.0,1.0,1958.0,1080.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11235.0,95.0,2.0,3525.0,2288.0,2.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11207.0,105.0,1.0,1583.0,1044.0,1.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10312.0,45.0,2.0,3150.0,2608.0,2.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11375.0,100.0,2.0,1800.0,1836.0,2.0,0.0
Brooklyn,07 RENTALS - WALKUP APARTMENTS,11219.0,94.0,4.0,2000.0,3280.0,4.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11214.0,90.0,2.0,2500.0,1392.0,2.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10304.0,74.0,3.0,2475.0,2250.0,2.0,1.0
Queens,03 THREE FAMILY DWELLINGS,11416.0,85.0,3.0,4000.0,2984.0,3.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11428.0,95.0,1.0,4300.0,1370.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11357.0,75.0,1.0,9000.0,1656.0,1.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11229.0,95.0,3.0,3600.0,4545.0,3.0,0.0
Brooklyn,21 OFFICE BUILDINGS,11222.0,94.0,1.0,15900.0,32589.0,0.0,1.0
Queens,01 ONE FAMILY DWELLINGS,11422.0,70.0,1.0,4000.0,1125.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11423.0,124.0,1.0,4500.0,912.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11385.0,40.0,1.0,2200.0,1938.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11229.0,70.0,2.0,1992.0,1660.0,2.0,0.0
Brooklyn,07 RENTALS - WALKUP APARTMENTS,11203.0,94.0,4.0,3117.0,3321.0,4.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11216.0,124.0,2.0,1800.0,2552.0,2.0,0.0
Queens,05 TAX CLASS 1 VACANT LAND,11422.0,,,2289.0,,0.0,0.0
Queens,03 THREE FAMILY DWELLINGS,11369.0,100.0,3.0,2327.0,1600.0,3.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11218.0,124.0,2.0,3750.0,2142.0,2.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11207.0,115.0,1.0,1899.0,1080.0,1.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11229.0,100.0,1.0,1800.0,1600.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11235.0,85.0,2.0,2200.0,2126.0,2.0,0.0
Queens,07 RENTALS - WALKUP APARTMENTS,11101.0,94.0,30.0,5000.0,20625.0,30.0,0.0
Manhattan,08 RENTALS - ELEVATOR APARTMENTS,10282.0,23.0,294.0,16653.0,356786.0,293.0,1.0
Brooklyn,07 RENTALS - WALKUP APARTMENTS,11238.0,95.0,8.0,2195.0,2531.0,8.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11694.0,114.0,1.0,6000.0,1200.0,1.0,0.0
Brooklyn,05 TAX CLASS 1 VACANT LAND,11229.0,,,1800.0,,0.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10312.0,34.0,1.0,1383.0,1690.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11420.0,95.0,2.0,2500.0,1314.0,2.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11207.0,24.0,1.0,3100.0,1330.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11416.0,115.0,2.0,1600.0,1216.0,2.0,0.0
Brooklyn,05 TAX CLASS 1 VACANT LAND,11233.0,,,2444.0,,0.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11368.0,105.0,2.0,3325.0,1444.0,2.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11208.0,126.0,1.0,1580.0,1424.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11208.0,124.0,2.0,1600.0,2240.0,2.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11217.0,126.0,3.0,2083.0,3600.0,3.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11223.0,105.0,2.0,4000.0,2416.0,2.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11206.0,19.0,3.0,3217.0,2862.0,3.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11378.0,115.0,2.0,2500.0,1502.0,2.0,0.0
Staten Island,29 COMMERCIAL GARAGES,10301.0,81.0,1.0,4250.0,3500.0,0.0,1.0
Brooklyn,01 ONE FAMILY DWELLINGS,11226.0,126.0,1.0,4000.0,1876.0,1.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11223.0,60.0,3.0,3000.0,3228.0,3.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10473.0,24.0,2.0,2278.0,1902.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11422.0,75.0,1.0,3800.0,1288.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11215.0,115.0,2.0,1748.0,1596.0,2.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11223.0,115.0,1.0,2169.0,1232.0,1.0,0.0
Brooklyn,21 OFFICE BUILDINGS,11229.0,95.0,2.0,2955.0,4315.0,1.0,1.0
Staten Island,01 ONE FAMILY DWELLINGS,10306.0,55.0,1.0,4059.0,2164.0,1.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10303.0,1.0,2.0,4220.0,2331.0,2.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11233.0,115.0,3.0,1600.0,4050.0,3.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11434.0,5.0,2.0,3005.0,2075.0,2.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11214.0,105.0,1.0,1530.0,2484.0,1.0,0.0
Bronx,08 RENTALS - ELEVATOR APARTMENTS,10468.0,73.0,86.0,17784.0,86000.0,86.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10305.0,90.0,1.0,7500.0,2260.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11412.0,95.0,1.0,4000.0,1563.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11378.0,110.0,2.0,4000.0,1947.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11420.0,105.0,1.0,2000.0,847.0,1.0,0.0
Brooklyn,07 RENTALS - WALKUP APARTMENTS,11221.0,110.0,6.0,2000.0,4505.0,6.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11427.0,95.0,1.0,3000.0,1580.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11436.0,95.0,1.0,2323.0,1218.0,1.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10462.0,110.0,2.0,2500.0,3136.0,2.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11229.0,95.0,1.0,1600.0,1000.0,1.0,0.0
Bronx,01 ONE FAMILY DWELLINGS,10471.0,115.0,1.0,52950.0,4805.0,1.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11207.0,95.0,3.0,4000.0,3000.0,3.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11367.0,80.0,1.0,2825.0,1224.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11229.0,95.0,2.0,1600.0,1432.0,2.0,0.0
Queens,37 RELIGIOUS FACILITIES,11433.0,94.0,1.0,2392.0,2500.0,0.0,1.0
Staten Island,01 ONE FAMILY DWELLINGS,10310.0,90.0,1.0,3625.0,1096.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11215.0,124.0,2.0,1800.0,3300.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11412.0,80.0,1.0,4040.0,990.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11105.0,124.0,2.0,2250.0,2268.0,2.0,0.0
Queens,27 FACTORIES,11385.0,106.0,5.0,2375.0,4625.0,4.0,1.0
Brooklyn,01 ONE FAMILY DWELLINGS,11207.0,36.0,1.0,1800.0,1116.0,1.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11211.0,115.0,1.0,1000.0,1000.0,1.0,0.0
Manhattan,08 RENTALS - ELEVATOR APARTMENTS,10065.0,115.0,23.0,3690.0,15490.0,20.0,3.0
Brooklyn,02 TWO FAMILY DWELLINGS,11201.0,185.0,2.0,2538.0,4480.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11375.0,100.0,1.0,2342.0,1360.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11379.0,85.0,1.0,1600.0,960.0,1.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10305.0,65.0,2.0,5390.0,2376.0,2.0,0.0
Manhattan,02 TWO FAMILY DWELLINGS,10030.0,124.0,2.0,1599.0,3200.0,2.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10456.0,24.0,2.0,1965.0,2028.0,2.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11217.0,115.0,3.0,1210.0,2640.0,3.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10312.0,60.0,1.0,3800.0,2112.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10304.0,29.0,1.0,1748.0,840.0,1.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11210.0,105.0,3.0,3000.0,2939.0,3.0,0.0
Manhattan,07 RENTALS - WALKUP APARTMENTS,10128.0,86.0,20.0,2517.0,8420.0,20.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11215.0,126.0,1.0,1760.0,4524.0,1.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10457.0,90.0,2.0,5025.0,2916.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11364.0,70.0,1.0,1456.0,1280.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11414.0,60.0,1.0,3600.0,1960.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11363.0,70.0,1.0,4500.0,2030.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11218.0,95.0,3.0,2535.0,3240.0,2.0,1.0
Brooklyn,01 ONE FAMILY DWELLINGS,11232.0,38.0,1.0,1533.0,1374.0,1.0,0.0
Bronx,33 EDUCATIONAL FACILITIES,10462.0,97.0,1.0,17900.0,14528.0,0.0,1.0
Brooklyn,01 ONE FAMILY DWELLINGS,11234.0,100.0,1.0,3000.0,1122.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11220.0,115.0,2.0,2000.0,2000.0,2.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10314.0,28.0,1.0,8400.0,5595.0,1.0,0.0
Staten Island,30 WAREHOUSES,10310.0,85.0,1.0,6000.0,1519.0,0.0,1.0
Staten Island,01 ONE FAMILY DWELLINGS,10305.0,75.0,1.0,4000.0,960.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11417.0,100.0,1.0,2500.0,1592.0,1.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11223.0,105.0,1.0,2500.0,1312.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11416.0,105.0,1.0,2000.0,1298.0,1.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10305.0,30.0,2.0,850.0,1700.0,2.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11234.0,105.0,1.0,2000.0,1472.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10306.0,24.0,1.0,2448.0,1350.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11211.0,105.0,3.0,1250.0,1764.0,2.0,1.0
Queens,02 TWO FAMILY DWELLINGS,11369.0,95.0,2.0,3800.0,2278.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11362.0,75.0,1.0,6000.0,1268.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11363.0,100.0,1.0,9300.0,3660.0,1.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10312.0,34.0,2.0,13720.0,2704.0,2.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10302.0,105.0,2.0,3000.0,1800.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11434.0,105.0,1.0,2178.0,923.0,1.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11203.0,65.0,3.0,2017.0,3400.0,3.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10469.0,80.0,2.0,2242.0,2110.0,2.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11375.0,95.0,2.0,2600.0,2684.0,2.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11234.0,95.0,1.0,2000.0,1244.0,1.0,0.0
Manhattan,07 RENTALS - WALKUP APARTMENTS,10031.0,99.0,4.0,1799.0,3588.0,4.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11211.0,126.0,3.0,1600.0,1800.0,3.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10471.0,65.0,2.0,3658.0,1564.0,2.0,0.0
Brooklyn,07 RENTALS - WALKUP APARTMENTS,11212.0,95.0,4.0,2550.0,3116.0,4.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10308.0,50.0,1.0,2424.0,1604.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11374.0,87.0,1.0,2000.0,1520.0,1.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10309.0,40.0,2.0,3900.0,2260.0,2.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10306.0,60.0,2.0,4000.0,1848.0,2.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11435.0,115.0,2.0,3325.0,2280.0,2.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11691.0,40.0,2.0,5296.0,2880.0,2.0,0.0
Queens,05 TAX CLASS 1 VACANT LAND,11691.0,,,14426.0,,0.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11362.0,50.0,1.0,1827.0,1368.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11691.0,95.0,1.0,2609.0,600.0,1.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11231.0,126.0,1.0,2000.0,4219.0,1.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10309.0,33.0,2.0,4000.0,2000.0,2.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11356.0,95.0,3.0,5000.0,3440.0,2.0,1.0
Queens,01 ONE FAMILY DWELLINGS,11414.0,65.0,1.0,4000.0,2650.0,1.0,0.0
Bronx,07 RENTALS - WALKUP APARTMENTS,10463.0,19.0,10.0,5000.0,12541.0,9.0,1.0
Brooklyn,01 ONE FAMILY DWELLINGS,11214.0,99.0,2.0,2000.0,2480.0,1.0,1.0
Queens,22 STORE BUILDINGS,11432.0,94.0,1.0,4660.0,4200.0,0.0,1.0
Queens,01 ONE FAMILY DWELLINGS,11412.0,105.0,1.0,4000.0,1682.0,1.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10307.0,37.0,2.0,4738.0,2320.0,2.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10462.0,100.0,2.0,2500.0,3360.0,2.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10308.0,60.0,2.0,3524.0,1680.0,2.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11219.0,65.0,3.0,2000.0,2915.0,3.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11435.0,115.0,1.0,5500.0,2457.0,1.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11203.0,95.0,1.0,2000.0,1664.0,1.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11233.0,22.0,3.0,2773.0,3125.0,3.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10312.0,40.0,2.0,5075.0,1800.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11434.0,105.0,1.0,4400.0,1472.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10312.0,60.0,1.0,4000.0,988.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11416.0,115.0,2.0,2000.0,2000.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11375.0,90.0,1.0,2000.0,1448.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11379.0,80.0,1.0,1800.0,1911.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11235.0,70.0,2.0,2000.0,2440.0,2.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11213.0,105.0,2.0,2236.0,2040.0,2.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11226.0,126.0,1.0,2930.0,1281.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11358.0,100.0,1.0,1640.0,1748.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10306.0,65.0,1.0,3818.0,2152.0,1.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11209.0,95.0,1.0,2550.0,1872.0,1.0,0.0
Bronx,01 ONE FAMILY DWELLINGS,10469.0,80.0,1.0,1710.0,1732.0,1.0,0.0
Brooklyn,37 RELIGIOUS FACILITIES,11233.0,100.0,1.0,950.0,1510.0,0.0,1.0
Brooklyn,02 TWO FAMILY DWELLINGS,11209.0,110.0,2.0,1803.0,2108.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11426.0,75.0,1.0,4000.0,2080.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10306.0,35.0,1.0,1400.0,1364.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11432.0,90.0,1.0,4160.0,2422.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10314.0,39.0,1.0,1620.0,1800.0,1.0,0.0
Brooklyn,05 TAX CLASS 1 VACANT LAND,11208.0,,,1938.0,,0.0,0.0
Queens,03 THREE FAMILY DWELLINGS,11378.0,20.0,3.0,2080.0,2616.0,3.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11360.0,36.0,1.0,6954.0,3216.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11206.0,33.0,2.0,1983.0,1944.0,2.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11219.0,105.0,2.0,2000.0,1760.0,2.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11215.0,126.0,3.0,1160.0,2560.0,3.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11414.0,60.0,1.0,4387.0,1200.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11422.0,85.0,2.0,4000.0,2060.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11366.0,85.0,1.0,4000.0,1482.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11417.0,100.0,1.0,1790.0,1656.0,1.0,0.0
