BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,LOG_SALE_PRICE,BOROUGH_NAME
2,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY DWELLINGS,4,3249,54,,O2,84 WEST 197TH STREET,,10468.0,0.0,1.0,1.0,6448.0,2280.0,1930.0,1,A1,1150000,06/16/2025,13.955273369904273,Bronx
2,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY DWELLINGS,1,3250,150,,A5,2820 UNIVERSITY AVENUE,,10468.0,1.0,0.0,1.0,2900.0,1660.0,1920.0,1,A5,725000,12/18/2024,13.493928313146206,Bronx
2,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY DWELLINGS,1,3255,22,,A1,3344 GILES PLACE,,10463.0,1.0,0.0,1.0,4000.0,3641.0,1920.0,1,A1,775000,09/18/2025,13.560619598657233,Bronx
2,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY DWELLINGS,1,3255,51,,A1,3389 SEDGWICK AVENUE,,10463.0,1.0,0.0,1.0,3818.0,2816.0,1915.0,1,A1,999999,04/22/2025,13.815510557964274,Bronx
2,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY DWELLINGS,1,3255,53,,A1,3385 SEDGWICK AVENUE,,10463.0,1.0,0.0,1.0,3818.0,2116.0,1910.0,1,A1,1200000,07/16/2025,13.997832948091215,Bronx
2,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY DWELLINGS,1,3257,117,,A2,154 SUMMIT PLACE,,10463.0,1.0,0.0,1.0,2650.0,940.0,1899.0,1,A2,590000,05/21/2025,13.28787951079572,Bronx
2,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY DWELLINGS,1,3258,48,,A5,3338 FT INDEPENDENCE ST,,10463.0,1.0,0.0,1.0,297.0,948.0,1901.0,1,A5,670000,07/15/2025,13.415034483903348,Bronx
2,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY DWELLINGS,1,3258,238,,A1,3413 GILES PLACE,,10463.0,1.0,0.0,1.0,3700.0,2160.0,1925.0,1,A1,715000,08/13/2025,13.480039220276565,Bronx
2,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY DWELLINGS,1,3258,313,,A5,3494 CANNON PLACE,,10463.0,1.0,0.0,1.0,1858.0,1944.0,1915.0,1,A5,680000,01/10/2025,13.429849547739444,Bronx
2,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY DWELLINGS,1,5757,272,,A1,3238 TIBBETT AVENUE,,10463.0,1.0,0.0,1.0,2900.0,2310.0,1938.0,1,A1,901568,02/03/2025,13.711891857798038,Bronx
2,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY DWELLINGS,1,5758,312,,A5,3216 IRWIN AVENUE,,10463.0,1.0,0.0,1.0,1800.0,1782.0,1940.0,1,A5,400000,11/26/2024,12.899222326086994,Bronx
2,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY DWELLINGS,1,5758,318,,A5,3236 IRWIN AVENUE,,10463.0,1.0,0.0,1.0,1750.0,1782.0,1940.0,1,A5,670000,11/14/2024,13.415034483903348,Bronx
2,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY DWELLINGS,1,5758,"1,315",,A5,3226 IRWIN AVENUE,,10463.0,1.0,0.0,1.0,1800.0,1782.0,1940.0,1,A5,890000,08/13/2025,13.698977865303197,Bronx
2,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY DWELLINGS,1,5759,373,,A1,3242 RIVERDALE AVE,,10463.0,1.0,0.0,1.0,13189.0,2304.0,1920.0,1,A1,2550000,05/13/2025,14.751604309291395,Bronx
2,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY DWELLINGS,1,5760,131,,A9,3446 KINGSBRIDGE AVENUE,,10463.0,1.0,0.0,1.0,2950.0,1188.0,1925.0,1,A9,565000,09/16/2025,13.244582780038517,Bronx
2,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY DWELLINGS,1,5768,765,,A5,3607 TIBBETT AVENUE,,10463.0,1.0,0.0,1.0,1250.0,1400.0,1932.0,1,A5,805000,05/13/2025,13.598598798635953,Bronx
2,KINGSBRIDGE/JEROME PARK,02 TWO FAMILY DWELLINGS,1,3249,115,,B1,2755 UNIVERSITY AVENUE,,10468.0,2.0,0.0,2.0,4000.0,2544.0,1940.0,1,B1,999999,05/29/2025,13.815510557964274,Bronx
2,KINGSBRIDGE/JEROME PARK,02 TWO FAMILY DWELLINGS,1,3252,163,,B1,3979 SAXON AVENUE,,10463.0,2.0,0.0,2.0,4330.0,1564.0,1930.0,1,B1,1500000,05/05/2025,14.220976332738882,Bronx
2,KINGSBRIDGE/JEROME PARK,02 TWO FAMILY DWELLINGS,1,3253,40,,B2,2738 KINGSBRIDGE TERRACE,,10463.0,2.0,0.0,2.0,6302.0,2808.0,1920.0,1,B2,1050000,06/20/2025,13.864301674514206,Bronx
2,KINGSBRIDGE/JEROME PARK,02 TWO FAMILY DWELLINGS,1,3256,110,,B1,2743 KINGSBRIDGE TERRACE,,10463.0,2.0,0.0,2.0,2800.0,2588.0,1911.0,1,B1,950000,02/18/2025,13.76421831620775,Bronx
2,KINGSBRIDGE/JEROME PARK,02 TWO FAMILY DWELLINGS,1,3256,114,,B1,2735 KINGSBRIDGE TERRACE,,10463.0,2.0,0.0,2.0,3267.0,2400.0,1930.0,1,B1,670000,02/10/2025,13.415034483903348,Bronx
2,KINGSBRIDGE/JEROME PARK,02 TWO FAMILY DWELLINGS,1,3257,30,,B2,3088 HEATH AVENUE,,10463.0,2.0,0.0,2.0,1483.0,1144.0,1899.0,1,B2,585000,11/12/2024,13.279368835614243,Bronx
2,KINGSBRIDGE/JEROME PARK,02 TWO FAMILY DWELLINGS,1,3258,136,,B1,3498 FT INDEPENDENCE ST,,10463.0,2.0,0.0,2.0,5820.0,3212.0,1960.0,1,B1,1300000,04/28/2025,14.077875591662238,Bronx
2,KINGSBRIDGE/JEROME PARK,02 TWO FAMILY DWELLINGS,1,3260,42,,B1,2889 HEATH AVENUE,,10463.0,2.0,0.0,2.0,2510.0,3960.0,1935.0,1,B1,600000,08/26/2025,13.304686600863562,Bronx
2,KINGSBRIDGE/JEROME PARK,02 TWO FAMILY DWELLINGS,1,3261,58,,B2,3087 HEATH AVENUE,,10463.0,2.0,0.0,2.0,2204.0,2342.0,1910.0,1,B2,999000,06/30/2025,13.81451105863119,Bronx
2,KINGSBRIDGE/JEROME PARK,02 TWO FAMILY DWELLINGS,1,3263,111,,B1,3841 ORLOFF AVENUE,,10463.0,2.0,0.0,2.0,2862.0,2160.0,1960.0,1,B1,1200000,08/07/2025,13.997832948091215,Bronx
2,KINGSBRIDGE/JEROME PARK,02 TWO FAMILY DWELLINGS,1,3263,128,,B2,3811 ORLOFF AVE,,10463.0,2.0,0.0,2.0,2480.0,2000.0,1920.0,1,B2,870000,10/10/2025,13.676249640055394,Bronx
2,KINGSBRIDGE/JEROME PARK,02 TWO FAMILY DWELLINGS,1,3263,209,,B9,3855 CANNON PLACE,,10463.0,2.0,0.0,2.0,4986.0,2751.0,1920.0,1,B9,985000,09/09/2025,13.800397935382136,Bronx
2,KINGSBRIDGE/JEROME PARK,02 TWO FAMILY DWELLINGS,1,5711,42,,B3,3025 CORLEAR AVENUE,,10463.0,2.0,0.0,2.0,2500.0,1264.0,1901.0,1,B3,650000,07/16/2025,13.384729180332174,Bronx
2,KINGSBRIDGE/JEROME PARK,02 TWO FAMILY DWELLINGS,1,5759,602,,S2,3594 GREYSTONE AVENUE,,10463.0,2.0,1.0,3.0,5076.0,4718.0,2017.0,1,S2,1525000,02/05/2025,14.23750562376114,Bronx
2,KINGSBRIDGE/JEROME PARK,02 TWO FAMILY DWELLINGS,1,5762,495,,B1,3451 CORLEAR AVENUE,,10463.0,2.0,0.0,2.0,2500.0,1789.0,1948.0,1,B1,890500,11/27/2024,13.69953950467585,Bronx
2,KINGSBRIDGE/JEROME PARK,02 TWO FAMILY DWELLINGS,1,5767,787,,B1,3616 TIBBETT AVENUE,,10463.0,2.0,0.0,2.0,2400.0,2680.0,1910.0,1,B1,999000,05/06/2025,13.81451105863119,Bronx
2,KINGSBRIDGE/JEROME PARK,02 TWO FAMILY DWELLINGS,1,5769,129,,B2,3656 WALDO AVENUE,,10463.0,2.0,0.0,2.0,4000.0,2376.0,1932.0,1,B2,875000,11/22/2024,13.681980308196241,Bronx
2,KINGSBRIDGE/JEROME PARK,03 THREE FAMILY DWELLINGS,1,3263,35,,C0,3846A BAILEY AVENUE,,10463.0,3.0,0.0,3.0,3134.0,3100.0,1960.0,1,C0,1100000,04/08/2025,13.910821646859095,Bronx
2,KINGSBRIDGE/JEROME PARK,03 THREE FAMILY DWELLINGS,1,3263,36,,C0,3846B BAILEY AVENUE,,10463.0,3.0,0.0,3.0,3134.0,3100.0,1960.0,1,C0,1100000,04/08/2025,13.910821646859095,Bronx
2,KINGSBRIDGE/JEROME PARK,03 THREE FAMILY DWELLINGS,1,3263,37,,C0,3848 BAILEY AVE,,10463.0,3.0,0.0,3.0,3134.0,1440.0,1930.0,1,C0,1050000,12/19/2024,13.864301674514206,Bronx
2,KINGSBRIDGE/JEROME PARK,03 THREE FAMILY DWELLINGS,1,3263,38,,C0,3852 BAILEY AVENUE,,10463.0,3.0,0.0,3.0,3134.0,3097.0,1960.0,1,C0,1150000,02/13/2025,13.955273369904273,Bronx
2,KINGSBRIDGE/JEROME PARK,03 THREE FAMILY DWELLINGS,1,5757,259,,C0,3214 TIBBETT AVENUE,,10463.0,3.0,0.0,3.0,2500.0,3050.0,1925.0,1,C0,850000,10/23/2025,13.652992804936396,Bronx
2,KINGSBRIDGE/JEROME PARK,03 THREE FAMILY DWELLINGS,1,5757,295,,C0,3231 CORLEAR AVENUE,,10463.0,3.0,0.0,3.0,2500.0,3350.0,1925.0,1,C0,900000,08/01/2025,13.710151153416941,Bronx
2,KINGSBRIDGE/JEROME PARK,05 TAX CLASS 1 VACANT LAND,1B,3271,150,,V0,171 WEST 239TH STREET,,10463.0,0.0,0.0,0.0,56048.0,0.0,,1,V0,6412620,12/18/2024,15.673778637678849,Bronx
2,KINGSBRIDGE/JEROME PARK,07 RENTALS - WALKUP APARTMENTS,2A,3252,175,,C2,3963 SAXON AVENUE,,10463.0,5.0,0.0,5.0,4363.0,2990.0,1930.0,2,C2,1540000,04/29/2025,14.24729362374025,Bronx
2,KINGSBRIDGE/JEROME PARK,08 RENTALS - ELEVATOR APARTMENTS,2,3249,10,,D1,2780 UNIVERSITY AVENUE,,10468.0,100.0,0.0,100.0,27400.0,98313.0,1949.0,2,D1,10776670,05/16/2025,16.192894263136736,Bronx
2,KINGSBRIDGE/JEROME PARK,08 RENTALS - ELEVATOR APARTMENTS,2,3249,98,,D1,2785 UNIVERSITY AVENUE,,10468.0,60.0,0.0,60.0,15000.0,78300.0,1927.0,2,D1,5400000,04/30/2025,15.501909696719672,Bronx
2,KINGSBRIDGE/JEROME PARK,08 RENTALS - ELEVATOR APARTMENTS,2,3263,284,,D1,3881 SEDGWICK AVENUE,,10463.0,60.0,0.0,60.0,17895.0,69960.0,1929.0,2,D1,6317210,05/16/2025,15.658788371254301,Bronx
2,KINGSBRIDGE/JEROME PARK,08 RENTALS - ELEVATOR APARTMENTS,2,3263,292,,D7,3871 SEDGWICK AVENUE,,10463.0,70.0,4.0,74.0,23070.0,88056.0,1926.0,2,D7,3396799,12/19/2024,15.038344369931128,Bronx
2,KINGSBRIDGE/JEROME PARK,08 RENTALS - ELEVATOR APARTMENTS,2,5715,180,,D7,3174 RIVERDALE AVENUE,,10463.0,9.0,3.0,12.0,3120.0,12143.0,2013.0,2,D7,4800000,05/21/2025,15.38412668421143,Bronx
2,KINGSBRIDGE/JEROME PARK,22 STORE BUILDINGS,4,3267,95,,K2,5610 BROADWAY,,10463.0,0.0,3.0,3.0,3500.0,1360.0,1890.0,4,K2,1580000,05/15/2025,14.272936037914342,Bronx
2,KINGSBRIDGE/JEROME PARK,22 STORE BUILDINGS,4,5700,78,,K1,205 W 230TH ST,,10463.0,0.0,5.0,5.0,17670.0,8215.0,1951.0,4,K1,11500000,05/20/2025,16.257857680289998,Bronx
2,KINGSBRIDGE/JEROME PARK,22 STORE BUILDINGS,4,5765,718,,K2,3632 KINGSBRIDGE AVENUE,,10463.0,0.0,2.0,2.0,6583.0,6525.0,1970.0,4,K2,17100000,10/12/2025,16.65458907995242,Bronx
2,KINGSBRIDGE/JEROME PARK,29 COMMERCIAL GARAGES,4,3257,119,,G1,158 SUMMIT PLACE,,10463.0,0.0,1.0,1.0,2376.0,480.0,1930.0,4,G1,95000,08/28/2025,11.461642696843066,Bronx
2,KINGSBRIDGE/JEROME PARK,29 COMMERCIAL GARAGES,4,3270,1,,G2,5760 BROADWAY,,10463.0,0.0,2.0,2.0,17500.0,17336.0,1968.0,4,G2,17100000,10/12/2025,16.65458907995242,Bronx
2,KINGSBRIDGE/JEROME PARK,30 WAREHOUSES,4,3270,9,,E9,5790 BROADWAY,,10463.0,0.0,1.0,1.0,12500.0,12500.0,1974.0,4,E9,17100000,10/12/2025,16.65458907995242,Bronx
2,MELROSE/CONCOURSE,01 ONE FAMILY DWELLINGS,1,2839,32,,A1,35 EAST 169TH STREET,,10452.0,1.0,0.0,1.0,2125.0,1560.0,1920.0,1,A1,3000000,09/19/2025,14.914123179965662,Bronx
2,MELROSE/CONCOURSE,02 TWO FAMILY DWELLINGS,1,2353,47,,B3,603 WALTON AVENUE,,10451.0,2.0,0.0,2.0,1650.0,1764.0,1901.0,1,B3,1035000,03/27/2025,13.849912950864715,Bronx
2,MELROSE/CONCOURSE,02 TWO FAMILY DWELLINGS,1,2400,34,,B9,371 EAST 153 STREET,,10455.0,2.0,0.0,2.0,3500.0,2112.0,1899.0,1,B9,1103383,07/02/2025,13.913892379080929,Bronx
2,MELROSE/CONCOURSE,02 TWO FAMILY DWELLINGS,1,2432,43,,B1,999 FINDLAY AVENUE,,10456.0,2.0,0.0,2.0,2392.0,3805.0,1930.0,1,B1,858000,11/20/2024,13.662360543970586,Bronx
2,MELROSE/CONCOURSE,02 TWO FAMILY DWELLINGS,1,2436,9,,B1,1246 COLLEGE AVE,,10456.0,2.0,0.0,2.0,3000.0,2646.0,1930.0,1,B1,1175000,11/13/2024,13.976779556623864,Bronx
2,MELROSE/CONCOURSE,02 TWO FAMILY DWELLINGS,1,2439,124,,B2,1228 MORRIS AVENUE,,10456.0,2.0,0.0,2.0,1965.0,2028.0,2001.0,1,B2,474747,12/09/2024,13.07053941592211,Bronx
2,MELROSE/CONCOURSE,02 TWO FAMILY DWELLINGS,1,2782,116,,B1,1367 CLAY AVE,,10456.0,2.0,0.0,2.0,1469.0,2085.0,1901.0,1,B1,594987,11/21/2024,13.296296516257161,Bronx
2,MELROSE/CONCOURSE,02 TWO FAMILY DWELLINGS,1,2782,120,,B2,1357 CLAY AVENUE,,10456.0,2.0,0.0,2.0,2004.0,1820.0,1901.0,1,B2,620000,02/18/2025,13.3374763699232,Bronx
2,MELROSE/CONCOURSE,02 TWO FAMILY DWELLINGS,1,2782,158,,B2,1326 FINDLAY AVENUE,,10456.0,2.0,0.0,2.0,2508.0,2478.0,1901.0,1,B2,637400,05/21/2025,13.36515424983769,Bronx
2,MELROSE/CONCOURSE,02 TWO FAMILY DWELLINGS,1,2783,84,,B3,313 EAST 169TH STREET,,10456.0,2.0,0.0,2.0,1320.0,1552.0,1899.0,1,B3,660000,11/13/2024,13.399996629152975,Bronx
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2406,109,,C0,364 EAST 160 STREET,,10451.0,3.0,0.0,3.0,2400.0,3528.0,2005.0,1,C0,875000,01/23/2025,13.681980308196241,Bronx
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2425,6,,C0,1048 CLAY AVENUE,,10456.0,3.0,0.0,3.0,2160.0,3733.0,1899.0,1,C0,865000,03/06/2025,13.670485941982712,Bronx
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2437,36,,C0,1025 COLLEGE AVE,,10456.0,3.0,0.0,3.0,1707.0,3708.0,1920.0,1,C0,1075000,07/16/2025,13.887832149776026,Bronx
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2437,37,,C0,1023 COLLEGE AVENUE,,10456.0,3.0,0.0,3.0,1703.0,3708.0,1920.0,1,C0,707684,05/20/2025,13.469754358417461,Bronx
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2437,42,,C0,1070 MORRIS AVE,,10456.0,3.0,0.0,3.0,1900.0,3204.0,1920.0,1,C0,1425000,04/25/2025,14.169683073439028,Bronx
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2452,23,,C0,1129 GRANT AVENUE,,10456.0,3.0,0.0,3.0,2600.0,3795.0,1924.0,1,C0,1300000,03/11/2025,14.077875591662238,Bronx
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2452,70,,C0,1177 GRANT AVE,,10456.0,3.0,0.0,3.0,2500.0,3775.0,1935.0,1,C0,1200000,01/21/2025,13.997832948091215,Bronx
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2452,71,,C0,1175 GRANT AVENUE,,10456.0,3.0,0.0,3.0,2500.0,4152.0,1935.0,1,C0,1200000,08/04/2025,13.997832948091215,Bronx
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2782,142,,C0,1305 CLAY AVENUE,,10456.0,3.0,0.0,3.0,1655.0,3192.0,1899.0,1,C0,1080000,05/22/2025,13.8924725250259,Bronx
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2782,185,,C0,1387 CLAY AVENUE,,10456.0,3.0,0.0,3.0,1250.0,2952.0,1901.0,1,C0,810000,04/28/2025,13.60479076121576,Bronx
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2783,78,,C0,1303 FINDLAY AVE,,10456.0,3.0,0.0,3.0,1300.0,2460.0,1899.0,1,C0,950000,12/23/2024,13.76421831620775,Bronx
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2887,23,,C0,1356 CLAY AVENUE,,10456.0,3.0,0.0,3.0,2243.0,3089.0,1920.0,1,C0,1100000,07/24/2025,13.910821646859095,Bronx
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2887,26,,C0,1362 CLAY AVENUE,,10456.0,3.0,0.0,3.0,2228.0,2954.0,1920.0,1,C0,850000,05/01/2025,13.652992804936396,Bronx
2,MELROSE/CONCOURSE,05 TAX CLASS 1 VACANT LAND,1B,2783,20,,V0,1342 COLLEGE AVENUE,,10456.0,0.0,0.0,0.0,1650.0,0.0,,1,V0,195000,07/30/2025,12.180759965737863,Bronx
2,MELROSE/CONCOURSE,07 RENTALS - WALKUP APARTMENTS,2B,2401,2,,C7,696 COURTLANDT AVENUE,,10451.0,7.0,1.0,8.0,2267.0,6128.0,1931.0,2,C7,600000,03/19/2025,13.304686600863562,Bronx
2,MELROSE/CONCOURSE,07 RENTALS - WALKUP APARTMENTS,2,2427,15,,C1,1260 CLAY AVENUE,,10456.0,13.0,0.0,13.0,3220.0,13614.0,1929.0,2,C1,11000000,05/20/2025,16.213405921671733,Bronx
2,MELROSE/CONCOURSE,07 RENTALS - WALKUP APARTMENTS,2,2427,16,,C1,1264 CLAY AVENUE,,10456.0,20.0,0.0,20.0,3220.0,11345.0,1909.0,2,C1,11000000,05/20/2025,16.213405921671733,Bronx
2,MELROSE/CONCOURSE,07 RENTALS - WALKUP APARTMENTS,2,2427,19,,C1,1272 CLAY AVENUE,,10456.0,12.0,0.0,12.0,3220.0,11345.0,1909.0,2,C1,11000000,05/20/2025,16.213405921671733,Bronx
2,MELROSE/CONCOURSE,07 RENTALS - WALKUP APARTMENTS,2,2427,21,,C1,1276 CLAY AVENUE,,10456.0,12.0,0.0,12.0,3220.0,13614.0,1929.0,2,C1,11000000,05/20/2025,16.213405921671733,Bronx
2,MELROSE/CONCOURSE,07 RENTALS - WALKUP APARTMENTS,2A,2428,33,,C3,1047 CLAY AVENUE,,10456.0,4.0,0.0,4.0,2500.0,3120.0,1927.0,2,C3,750000,03/13/2025,13.527829818844937,Bronx
2,MELROSE/CONCOURSE,07 RENTALS - WALKUP APARTMENTS,2A,2449,25,,C2,1125 MORRIS AVENUE,,10456.0,5.0,0.0,5.0,3500.0,5832.0,1925.0,2,C2,1270000,03/06/2025,14.054528245836039,Bronx
2,MELROSE/CONCOURSE,07 RENTALS - WALKUP APARTMENTS,2A,2451,35,,C3,1057 GRANT AVENUE,,10456.0,4.0,0.0,4.0,2500.0,4211.0,1935.0,2,C3,1150000,12/16/2024,13.955273369904273,Bronx
2,MELROSE/CONCOURSE,07 RENTALS - WALKUP APARTMENTS,2,2456,32,,C1,1048 SHERIDAN AVENUE,,10456.0,16.0,0.0,16.0,4000.0,17600.0,1918.0,2,C1,1682254,12/17/2024,14.335645713255985,Bronx
2,MELROSE/CONCOURSE,07 RENTALS - WALKUP APARTMENTS,2,2456,34,,C1,1052 SHERIDAN AVENUE,,10456.0,16.0,0.0,16.0,4000.0,17600.0,1918.0,2,C1,1729186,12/17/2024,14.363161913819988,Bronx
2,MELROSE/CONCOURSE,07 RENTALS - WALKUP APARTMENTS,2,2456,36,,C1,1056 SHERIDAN AVENUE,,10456.0,16.0,0.0,16.0,4000.0,17600.0,1918.0,2,C1,1947377,12/17/2024,14.481994410348879,Bronx
2,MELROSE/CONCOURSE,07 RENTALS - WALKUP APARTMENTS,2,2456,37,,C1,1060 SHERIDAN AVENUE,,10456.0,31.0,0.0,31.0,8090.0,30385.0,1918.0,2,C1,3466904,12/17/2024,15.058772823080318,Bronx
2,MELROSE/CONCOURSE,07 RENTALS - WALKUP APARTMENTS,2,2456,40,,C1,1064 SHERIDAN AVENUE,,10456.0,20.0,0.0,20.0,4800.0,16155.0,1916.0,2,C1,2071032,12/17/2024,14.543558074582013,Bronx
2,MELROSE/CONCOURSE,07 RENTALS - WALKUP APARTMENTS,2,2466,40,,C1,155 EAST 168 STREET,,10452.0,51.0,0.0,51.0,13150.0,45500.0,1924.0,2,C1,2475000,12/30/2024,14.72175135802525,Bronx
2,MELROSE/CONCOURSE,07 RENTALS - WALKUP APARTMENTS,2,2478,46,,C1,1097 WALTON AVENUE,,10452.0,60.0,0.0,60.0,15000.0,54275.0,1925.0,2,C1,33103009,09/11/2025,17.315134772768705,Bronx
2,MELROSE/CONCOURSE,07 RENTALS - WALKUP APARTMENTS,2,2479,36,,C1,1177 WALTON AVENUE,,10452.0,60.0,0.0,60.0,15000.0,50830.0,1926.0,2,C1,33103009,09/11/2025,17.315134772768705,Bronx
2,MELROSE/CONCOURSE,07 RENTALS - WALKUP APARTMENTS,2,2840,49,,C1,106 MARCY PLACE,,10452.0,56.0,0.0,56.0,13480.0,55084.0,1925.0,2,C1,4500000,11/14/2024,15.319588176962746,Bronx
2,MELROSE/CONCOURSE,08 RENTALS - ELEVATOR APARTMENTS,2,2436,33,,D1,1245 FINDLAY AVENUE,,10456.0,67.0,0.0,67.0,11500.0,48870.0,1924.0,2,D1,33103009,09/11/2025,17.315134772768705,Bronx
2,MELROSE/CONCOURSE,08 RENTALS - ELEVATOR APARTMENTS,2,2453,81,,D4,"1259 GRANT AVENUE, 10E",,10456.0,81.0,0.0,81.0,27450.0,93570.0,2008.0,2,D1,115000,07/30/2025,11.652696102959753,Bronx
2,MELROSE/CONCOURSE,14 RENTALS - 4-10 UNIT,2A,2401,1,,S9,694 COURTLANDT AVENUE,,10451.0,4.0,2.0,6.0,2500.0,5950.0,1927.0,2,S9,950000,03/19/2025,13.76421831620775,Bronx
2,MELROSE/CONCOURSE,21 OFFICE BUILDINGS,4,2443,400,,O5,558 GRAND CONCOURSE,,10451.0,0.0,6.0,6.0,53806.0,175316.0,1935.0,4,O5,44000000,07/03/2025,17.599700214609808,Bronx
2,MELROSE/CONCOURSE,22 STORE BUILDINGS,4,2426,75,,K1,1175 WEBSTER AVENUE,,10456.0,0.0,4.0,4.0,16404.0,16400.0,1929.0,4,K1,5500000,01/16/2025,15.520258832020865,Bronx
2,MELROSE/CONCOURSE,22 STORE BUILDINGS,4,2842,18,,K1,54 EAST 170 STREET,,10452.0,0.0,7.0,7.0,14675.0,14500.0,1923.0,4,K1,7050151,03/07/2025,15.76855973483972,Bronx
2,MELROSE/CONCOURSE,30 WAREHOUSES,4,2409,90,,E1,945 COURTLANDT AVENUE,,10451.0,0.0,1.0,1.0,6800.0,6800.0,1931.0,4,E1,3100000,07/21/2025,14.946912992035967,Bronx
2,MELROSE/CONCOURSE,31 COMMERCIAL VACANT LAND,4,2421,6,,V1,882 MORRIS AVENUE,,10451.0,0.0,0.0,0.0,3500.0,0.0,,4,V1,2075000,10/21/2025,14.54547219357453,Bronx
2,MELROSE/CONCOURSE,38 ASYLUMS AND HOMES,4,2436,2,,N9,1226 COLLEGE AVE,,10456.0,5.0,0.0,5.0,2000.0,3600.0,1930.0,4,N9,850000,07/30/2025,13.652992804936396,Bronx
2,MORRIS PARK/VAN NEST,01 ONE FAMILY DWELLINGS,1,4045,59,,A5,1714 MATTHEWS AVE,,10462.0,1.0,0.0,1.0,1301.0,1528.0,1970.0,1,A5,710000,07/08/2025,13.47302165746721,Bronx
2,MORRIS PARK/VAN NEST,01 ONE FAMILY DWELLINGS,1,4046,41,,A5,855 KINSELLA STREET,,10462.0,1.0,0.0,1.0,1800.0,1690.0,1960.0,1,A5,659000,07/29/2025,13.398480330934175,Bronx
2,MORRIS PARK/VAN NEST,01 ONE FAMILY DWELLINGS,1,4046,42,,A5,853 KINSELLA STREET,,10462.0,1.0,0.0,1.0,1800.0,1690.0,1960.0,1,A5,645000,02/26/2025,13.377007146164305,Bronx
2,MORRIS PARK/VAN NEST,01 ONE FAMILY DWELLINGS,1,4056,28,,A5,1812 MULINER AVE,,10462.0,1.0,0.0,1.0,1056.0,1232.0,1955.0,1,A5,630000,05/07/2025,13.353476685668044,Bronx
2,MORRIS PARK/VAN NEST,01 ONE FAMILY DWELLINGS,1,4059,22,,A5,1551 RADCLIFF AVENUE,,10462.0,1.0,0.0,1.0,1150.0,1648.0,1960.0,1,A5,550000,02/25/2025,13.217675375388819,Bronx
2,MORRIS PARK/VAN NEST,01 ONE FAMILY DWELLINGS,1,4059,22,,A5,1551 RADCLIFF AVENUE,,10462.0,1.0,0.0,1.0,1150.0,1648.0,1960.0,1,A5,590082,12/23/2024,13.288018483953786,Bronx
2,MORRIS PARK/VAN NEST,01 ONE FAMILY DWELLINGS,1,4065,20,,A1,1559 LURTING AVENUE,,10461.0,1.0,0.0,1.0,2500.0,1728.0,1926.0,1,A1,747000,09/26/2025,13.523821802802145,Bronx
2,MORRIS PARK/VAN NEST,01 ONE FAMILY DWELLINGS,1,4065,22,,A1,1555 LURTING AVENUE,,10461.0,1.0,0.0,1.0,2500.0,1224.0,1931.0,1,A1,590000,11/15/2024,13.28787951079572,Bronx
2,MORRIS PARK/VAN NEST,01 ONE FAMILY DWELLINGS,1,4090,6,,A1,1562 HERING AVENUE,,10461.0,1.0,0.0,1.0,2500.0,1248.0,1925.0,1,A1,665000,04/10/2025,13.407543823396258,Bronx
