BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,LOG_SALE_PRICE,BOROUGH_NAME
2,MORRIS PARK/VAN NEST,01 ONE FAMILY DWELLINGS,1,4095,25,,A5,935 VAN NEST AVENUE,,10462.0,1.0,0.0,1.0,2442.0,1040.0,1950.0,1,A5,620000,09/30/2025,13.3374763699232,Bronx
2,MORRIS PARK/VAN NEST,01 ONE FAMILY DWELLINGS,1,4100,58,,A1,1652 HONE AVENUE,,10461.0,1.0,0.0,1.0,2500.0,1462.0,1920.0,1,A1,715000,05/07/2025,13.480039220276565,Bronx
2,MORRIS PARK/VAN NEST,01 ONE FAMILY DWELLINGS,1,4103,15,,A1,1725 HONE AVENUE,,10461.0,1.0,0.0,1.0,2500.0,1460.0,1925.0,1,A1,233333,11/26/2024,12.360226182496207,Bronx
2,MORRIS PARK/VAN NEST,01 ONE FAMILY DWELLINGS,1,4105,42,,A1,1612 LURTING AVENUE,,10461.0,1.0,0.0,1.0,3325.0,1452.0,1920.0,1,A1,821500,05/02/2025,13.618888433744173,Bronx
2,MORRIS PARK/VAN NEST,01 ONE FAMILY DWELLINGS,1,4107,16,,S1,1659 WILLIAMSBRIDGE ROAD,,10461.0,1.0,1.0,2.0,2275.0,1676.0,1925.0,1,S1,645000,12/13/2024,13.377007146164305,Bronx
2,MORRIS PARK/VAN NEST,01 ONE FAMILY DWELLINGS,1,4113,57,,A5,1642 HERING AVE,,10461.0,1.0,0.0,1.0,1650.0,1500.0,1940.0,1,A5,265000,12/09/2024,12.487488878546145,Bronx
2,MORRIS PARK/VAN NEST,01 ONE FAMILY DWELLINGS,1,4128,20,,A1,1833 HONE AVENUE,,10461.0,1.0,0.0,1.0,2500.0,1428.0,1920.0,1,A1,475000,09/26/2025,13.07107218827772,Bronx
2,MORRIS PARK/VAN NEST,01 ONE FAMILY DWELLINGS,1,4130,12,,A1,1847 HAIGHT AVENUE,,10461.0,1.0,0.0,1.0,2500.0,1344.0,1920.0,1,A1,782800,05/09/2025,13.570633791968751,Bronx
2,MORRIS PARK/VAN NEST,01 ONE FAMILY DWELLINGS,1,4132,49,,A5,1828 TOMLINSON AVENUE,,10461.0,1.0,0.0,1.0,2500.0,2045.0,1940.0,1,A5,800000,08/28/2025,13.592368256649284,Bronx
2,MORRIS PARK/VAN NEST,01 ONE FAMILY DWELLINGS,1,4200,19,,A1,1839 YATES AVENUE,,10461.0,1.0,0.0,1.0,3742.0,1813.0,1936.0,1,A1,910000,07/09/2025,13.721200977393528,Bronx
2,MORRIS PARK/VAN NEST,01 ONE FAMILY DWELLINGS,1,4200,25,,A1,1825 YATES AVENUE,,10461.0,1.0,0.0,1.0,2500.0,1890.0,1939.0,1,A1,880000,03/03/2025,13.68767832281738,Bronx
2,MORRIS PARK/VAN NEST,01 ONE FAMILY DWELLINGS,1,4265,5,,A1,1912 FOWLER AVENUE,,10462.0,1.0,0.0,1.0,2500.0,1264.0,1940.0,1,A1,740000,03/21/2025,13.51440681653079,Bronx
2,MORRIS PARK/VAN NEST,01 ONE FAMILY DWELLINGS,1,4265,24,,A5,1956 FOWLER AVENUE,,10462.0,1.0,0.0,1.0,2500.0,1368.0,1955.0,1,A5,650000,05/27/2025,13.384729180332174,Bronx
2,MORRIS PARK/VAN NEST,01 ONE FAMILY DWELLINGS,1,4265,25,,A5,1958 FOWLER AVENUE,,10462.0,1.0,0.0,1.0,2500.0,1368.0,1955.0,1,A5,795000,02/25/2025,13.586098651497313,Bronx
2,MORRIS PARK/VAN NEST,01 ONE FAMILY DWELLINGS,1,4265,56,,A1,1915 BOGART AVENUE,,10462.0,1.0,0.0,1.0,2500.0,1848.0,1940.0,1,A1,800000,05/22/2025,13.592368256649284,Bronx
2,MORRIS PARK/VAN NEST,01 ONE FAMILY DWELLINGS,1,4268,33,,A5,1017 RHINELANDER AVENUE,,10462.0,1.0,0.0,1.0,1800.0,1580.0,1955.0,1,A5,720000,03/20/2025,13.487007879880162,Bronx
2,MORRIS PARK/VAN NEST,01 ONE FAMILY DWELLINGS,1,4295,5,,A1,915 NEILL AVENUE,,10462.0,1.0,0.0,1.0,2468.0,1224.0,1945.0,1,A1,640000,03/20/2025,13.369225017834633,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4042,22,,B2,874 VAN NEST AVENUE,,10462.0,2.0,0.0,2.0,2167.0,1470.0,1925.0,1,B2,960000,11/27/2024,13.774689605110144,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4045,52,,B1,1700 MATTHEWS AVENUE,,10462.0,2.0,0.0,2.0,1278.0,1728.0,1970.0,1,B1,650000,06/24/2025,13.384729180332174,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4051,31,,B2,1862 HUNT AVE,,10462.0,2.0,0.0,2.0,2375.0,2146.0,1910.0,1,B2,715000,04/07/2025,13.480039220276565,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4051,47,,B2,1859 HOLLAND AVENUE,,10462.0,2.0,0.0,2.0,2500.0,3136.0,1915.0,1,B2,835000,11/18/2024,13.635188201437066,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4051,60,,B2,1827 HOLLAND AVE,,10462.0,2.0,0.0,2.0,2500.0,1596.0,1915.0,1,B2,620000,11/25/2024,13.3374763699232,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4052,13,,B2,1818 HOLLAND AVENUE,,10462.0,2.0,0.0,2.0,2500.0,2108.0,1899.0,1,B2,850000,11/21/2024,13.652992804936396,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4052,62,,B2,1819 WALLACE AVENUE,,10462.0,2.0,0.0,2.0,2375.0,2194.0,1899.0,1,B2,849000,01/31/2025,13.651815643149092,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4054,57,,B2,1859 MATTHEWS AVENUE,,10462.0,2.0,0.0,2.0,2500.0,2852.0,1901.0,1,B2,905000,08/05/2025,13.715691327653829,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4054,69,,B1,1829 MATTHEWS AVENUE,,10462.0,2.0,0.0,2.0,3534.0,2702.0,1970.0,1,B1,1060000,12/13/2024,13.87378040948403,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4055,33,,B1,1834 MATTHEWS AVENUE,,10462.0,2.0,0.0,2.0,4392.0,2080.0,1905.0,1,B1,975000,07/30/2025,13.790193775620484,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4055,46,,B2,1862 MATTHEWS AVENUE,,10462.0,2.0,0.0,2.0,5000.0,3454.0,1905.0,1,B2,194499,08/18/2025,12.178187442040638,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4058,12,,B9,928 PIERCE AVENUE,,10462.0,2.0,0.0,2.0,3325.0,2855.0,1966.0,1,B9,1180000,08/29/2025,13.981025843899115,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4065,8,,B3,1068 PIERCE AVENUE,,10461.0,2.0,0.0,2.0,2500.0,2550.0,1931.0,1,B3,950000,08/11/2025,13.76421831620775,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4065,44,,B1,1590 HONE AVENUE,,10461.0,2.0,0.0,2.0,2500.0,1686.0,1931.0,1,B1,710000,03/14/2025,13.47302165746721,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4066,16,,B1,1569 HAIGHT AVENUE,,10461.0,2.0,0.0,2.0,3000.0,3327.0,1965.0,1,B1,1100000,09/04/2025,13.910821646859095,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4087,21,,B1,1122 PIERCE AVENUE,,10461.0,2.0,0.0,2.0,2650.0,2332.0,1965.0,1,B1,890000,11/20/2024,13.698977865303197,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4088,16,,S2,1588 WILLIAMSBRIDGE ROAD,,10461.0,2.0,1.0,3.0,2387.0,2520.0,1925.0,1,S2,1200000,09/30/2025,13.997832948091215,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4093,35,,B2,959 PIERCE AVENUE,,10462.0,2.0,0.0,2.0,2500.0,3360.0,1925.0,1,B2,925000,04/22/2025,13.73755009757506,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4097,5,,B3,994 VAN NEST AVE,,10462.0,2.0,0.0,2.0,2500.0,1444.0,1920.0,1,B3,710000,07/17/2025,13.47302165746721,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4097,135,,B1,987 PIERCE AVENUE,,10462.0,2.0,0.0,2.0,1518.0,1370.0,1935.0,1,B1,799000,11/06/2024,13.591117476312084,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4099,56,,B9,1650 PAULDING,,10462.0,2.0,0.0,2.0,2500.0,2040.0,1960.0,1,B9,830000,04/16/2025,13.629182184591333,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4101,17,,B1,1717 COLDEN AVENUE,,10462.0,2.0,0.0,2.0,2500.0,1800.0,1930.0,1,B1,895000,06/11/2025,13.704580114574805,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4102,13,,B1,1725 PAULDING AVENUE,,10462.0,2.0,0.0,2.0,2500.0,2000.0,1930.0,1,B1,1050000,10/10/2025,13.864301674514206,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4102,36,,B3,1722 COLDEN AVE,,10462.0,2.0,0.0,2.0,2500.0,1900.0,1925.0,1,B3,955000,03/06/2025,13.769467666582738,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4103,24,,B3,1039 VAN NEST AVENUE,,10461.0,2.0,0.0,2.0,3742.0,1974.0,1925.0,1,B3,725000,05/02/2025,13.493928313146206,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4103,24,,B3,1039 VAN NEST AVENUE,,10461.0,2.0,0.0,2.0,3742.0,1974.0,1925.0,1,B3,920000,10/03/2025,13.732130035981154,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4105,19,,B1,1639 HAIGHT AVENUE,,10461.0,2.0,0.0,2.0,2500.0,3205.0,1910.0,1,B1,300000,01/07/2025,12.611541086966115,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4106,18,,B1,1643 TOMLINSON,,10461.0,2.0,0.0,2.0,2500.0,2246.0,1945.0,1,B1,1025000,08/14/2025,13.840204146163925,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4113,160,,B1,1652 HERING AVENUE,,10461.0,2.0,0.0,2.0,1650.0,1440.0,1940.0,1,B1,570000,11/08/2024,13.25339339419516,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4115,10,,B1,1737 HERING AVE,,10461.0,2.0,0.0,2.0,3225.0,2063.0,1940.0,1,B1,870000,12/23/2024,13.676249640055394,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4115,18,,B1,1725 HERING AVENUE,,10461.0,2.0,0.0,2.0,2800.0,2063.0,1940.0,1,B1,902000,06/11/2025,13.712370907691596,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4115,33,,B3,1704 YATES AVE,,10461.0,2.0,0.0,2.0,2500.0,1440.0,1925.0,1,B3,772500,06/27/2025,13.557388582251582,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4115,33,,B3,1704 YATES AVENUE,,10461.0,2.0,0.0,2.0,2500.0,1440.0,1925.0,1,B3,535000,03/14/2025,13.190023895035274,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4127,27,,B3,1821 PAULDING AVENUE,,10462.0,2.0,0.0,2.0,2500.0,1866.0,1920.0,1,B3,999999,02/25/2025,13.815510557964274,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4130,2,,B2,1076 RHINELANDER AVENUE,,10461.0,2.0,0.0,2.0,2250.0,1470.0,1920.0,1,B2,970000,05/27/2025,13.785052381406869,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4130,28,,B2,1819 HAIGHT AVENUE,,10461.0,2.0,0.0,2.0,2500.0,1248.0,1940.0,1,B2,720000,04/04/2025,13.487007879880162,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4131,10,,B2,1859 TOMLINSON AVENUE,,10461.0,2.0,0.0,2.0,2500.0,2120.0,1925.0,1,B2,750000,03/11/2025,13.527829818844937,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4131,32,,B3,1813 TOMLINSON,,10461.0,2.0,0.0,2.0,1800.0,1944.0,1940.0,1,B3,760000,09/11/2025,13.541075028051122,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4131,43,,B3,1814 HAIGHT AVENUE,,10461.0,2.0,0.0,2.0,1800.0,1782.0,1950.0,1,B3,660000,12/30/2024,13.399996629152975,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4132,43,,B2,1812 TOMLINSON AVENUE,,10461.0,2.0,0.0,2.0,2500.0,2210.0,1920.0,1,B2,930000,03/11/2025,13.742940940397677,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4254,105,,B2,681 RHINELANDER AVENUE,,10462.0,2.0,0.0,2.0,1145.0,2268.0,1901.0,1,B2,600000,07/09/2025,13.304686600863562,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4257,65,,B2,1989 CRUGER AVENUE,,10462.0,2.0,0.0,2.0,1232.0,2910.0,1920.0,1,B2,770000,02/28/2025,13.554147092530322,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4259,38,,B2,1901 HOLLAND AVENUE,,10462.0,2.0,0.0,2.0,2500.0,3828.0,1905.0,1,B2,925000,12/12/2024,13.73755009757506,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4260,38,,B2,1961 WALLACE AVENUE,,10462.0,2.0,0.0,2.0,2375.0,3216.0,1905.0,1,B2,890000,05/06/2025,13.698977865303197,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4262,42,,B1,1954 BRONXDALE AVENUE,,10462.0,2.0,0.0,2.0,1860.0,2800.0,1970.0,1,B1,900000,04/22/2025,13.710151153416941,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4264,1,,B1,1900 BRONXDALE AVENUE,,10462.0,2.0,0.0,2.0,1341.0,1528.0,1955.0,1,B1,845000,03/31/2025,13.647093089770562,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4264,12,,B2,1910 MULINER AVENUE,,10462.0,2.0,0.0,2.0,12110.0,1472.0,1901.0,1,B2,999000,03/18/2025,13.81451105863119,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4265,8,,B1,1918 FOWLER AVENUE,,10462.0,2.0,0.0,2.0,2500.0,1632.0,1940.0,1,B1,775000,03/13/2025,13.560619598657233,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4269,58,,B2,1952 PAULDING AVENUE,,10462.0,2.0,0.0,2.0,3742.0,2607.0,1925.0,1,B2,992000,01/30/2025,13.807479394331018,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4269,63,,B1,1960 PAULDING AVENUE,,10462.0,2.0,0.0,2.0,2500.0,1840.0,1935.0,1,B1,930000,05/02/2025,13.742940940397677,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4270,5,,B1,1060 NEILL AVENUE,,10461.0,2.0,0.0,2.0,2000.0,2522.0,1960.0,1,B1,860000,09/05/2025,13.664688831019712,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4270,55,,B2,1940 HONE AVENUE,,10461.0,2.0,0.0,2.0,2500.0,2212.0,1920.0,1,B2,915000,06/30/2025,13.726680437153236,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4273,59,,B1,1950 TOMLINSON AVENUE,,10461.0,2.0,0.0,2.0,2500.0,2988.0,1925.0,1,B1,785000,09/12/2025,13.573440270649085,Bronx
2,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS,1,4295,32,,B2,2015 BOGART AVENUE,,10462.0,2.0,0.0,2.0,2500.0,1804.0,1915.0,1,B2,1100000,11/08/2024,13.910821646859095,Bronx
2,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS,1,4035,28,,C0,753 VAN NEST AVENUE,,10462.0,3.0,0.0,3.0,2375.0,4112.0,1920.0,1,C0,1150000,02/21/2025,13.955273369904273,Bronx
2,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS,1,4047,33,,C0,1827 AMETHYST STREET,,10462.0,3.0,0.0,3.0,1750.0,2983.0,1899.0,1,C0,755000,02/26/2025,13.534474352733596,Bronx
2,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS,1,4050,61,,C0,1837 HUNT AVENUE,,10462.0,3.0,0.0,3.0,2125.0,3330.0,1910.0,1,C0,1200000,08/20/2025,13.997832948091215,Bronx
2,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS,1,4056,76,,C0,1847 BRONXDALE AVENUE,,10462.0,3.0,0.0,3.0,2360.0,2927.0,1901.0,1,C0,800000,07/22/2025,13.592368256649284,Bronx
2,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS,1,4059,37,,C0,1570A BOGART AVENUE,,10462.0,3.0,0.0,3.0,2510.0,3258.0,2005.0,1,C0,1160000,06/11/2025,13.963931425151141,Bronx
2,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS,1,4064,10,,C0,1589 HONE AVENUE,,10461.0,3.0,0.0,3.0,2500.0,2430.0,1915.0,1,C0,150000,12/18/2024,11.918397239722838,Bronx
2,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS,1,4095,40,,C0,1728 FOWLER AVENUE,,10462.0,3.0,0.0,3.0,2500.0,2601.0,1950.0,1,C0,1190000,07/24/2025,13.989464705423494,Bronx
2,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS,1,4107,62,,C0,1662 TOMLINSON AVENUE,,10461.0,3.0,0.0,3.0,4656.0,3433.0,1955.0,1,C0,1200000,12/31/2024,13.997832948091215,Bronx
2,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS,1,4113,9,,C0,1196 VAN NEST AVENUE,,10461.0,3.0,0.0,3.0,5000.0,2709.0,1930.0,1,C0,976000,09/12/2025,13.791218889984869,Bronx
2,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS,1,4114,33,,C0,1710 WILLIAMSBRIDGE ROAD,,10461.0,3.0,0.0,3.0,2542.0,2811.0,1940.0,1,C0,1040000,11/18/2024,13.854732232655556,Bronx
2,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS,1,4123,7,,C0,1868 BRONXDALE AVE,,10462.0,3.0,0.0,3.0,2900.0,3828.0,1910.0,1,C0,1050000,10/29/2025,13.864301674514206,Bronx
2,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS,1,4124,49,,C0,1822 FOWLER AVE,,10462.0,3.0,0.0,3.0,3325.0,2592.0,1925.0,1,C0,1225000,04/11/2025,14.018452218287162,Bronx
2,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS,1,4255,29,,C0,1911 HUNT AVENUE,,10462.0,3.0,0.0,3.0,2375.0,2876.0,1920.0,1,C0,600000,12/16/2024,13.304686600863562,Bronx
2,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS,1,4259,17,,C0,1935 HOLLAND AVENUE,,10462.0,3.0,0.0,3.0,3466.0,3642.0,1998.0,1,C0,1545000,10/22/2025,14.250535115562965,Bronx
2,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS,1,4261,16,,C0,1936 WALLACE AVENUE,,10462.0,3.0,0.0,3.0,2375.0,3174.0,1910.0,1,C0,793800,07/14/2025,13.584588079093473,Bronx
2,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS,1,4262,28,,C0,1911 MATTHEWS AVENUE,,10462.0,3.0,0.0,3.0,2375.0,2994.0,1915.0,1,C0,825000,04/29/2025,13.623139877437296,Bronx
2,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS,1,4267,48,,C0,1937 COLDEN AVENUE,,10462.0,3.0,0.0,3.0,2500.0,3760.0,1935.0,1,C0,950000,12/18/2024,13.76421831620775,Bronx
2,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS,1,4271,8,,C0,1088 NEILL AVENUE,,10461.0,3.0,0.0,3.0,2500.0,3630.0,1920.0,1,C0,150000,03/27/2025,11.918397239722838,Bronx
2,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS,1,4272,61,,C0,1956 HAIGHT AVENUE,,10461.0,3.0,0.0,3.0,3742.0,4572.0,1930.0,1,C0,615000,08/15/2025,13.329379172803593,Bronx
2,MORRIS PARK/VAN NEST,05 TAX CLASS 1 VACANT LAND,1B,4042,21,,V0,N/A VAN NEST AVENUE,,10462.0,0.0,0.0,0.0,2079.0,0.0,,1,V0,960000,11/27/2024,13.774689605110144,Bronx
2,MORRIS PARK/VAN NEST,05 TAX CLASS 1 VACANT LAND,1B,4130,1,,V0,1074 RHINELANDER AVENUE,,10461.0,0.0,0.0,0.0,2250.0,0.0,,1,V0,970000,05/27/2025,13.785052381406869,Bronx
2,MORRIS PARK/VAN NEST,06 TAX CLASS 1 - OTHER,1,4132,42,,G0,1810 TOMLINSON AVENUE,,10461.0,0.0,0.0,0.0,2500.0,0.0,1950.0,1,G0,20000,11/12/2024,9.90353755128617,Bronx
2,MORRIS PARK/VAN NEST,06 TAX CLASS 1 - OTHER,1,4295,31,,Z0,2017 BOGART AVENUE,,10462.0,0.0,0.0,0.0,2500.0,0.0,,1,Z0,1100000,11/08/2024,13.910821646859095,Bronx
2,MORRIS PARK/VAN NEST,07 RENTALS - WALKUP APARTMENTS,2,4035,5,,C7,762 MORRIS PARK AVENUE,,10462.0,18.0,2.0,20.0,5000.0,14724.0,1927.0,2,C7,1800000,09/29/2025,14.403297778421795,Bronx
2,MORRIS PARK/VAN NEST,07 RENTALS - WALKUP APARTMENTS,2A,4094,7,,C3,1727 FOWLER AVENUE,,10462.0,4.0,0.0,4.0,3750.0,3024.0,1925.0,2,C3,1575000,10/30/2025,14.269766465162304,Bronx
2,MORRIS PARK/VAN NEST,07 RENTALS - WALKUP APARTMENTS,2B,4125,30,,C1,1813 RADCLIFF AVENUE,,10462.0,7.0,0.0,7.0,2500.0,3888.0,1928.0,2,C1,985000,05/15/2025,13.800397935382136,Bronx
2,MORRIS PARK/VAN NEST,07 RENTALS - WALKUP APARTMENTS,2B,4131,61,,C1,1858 HAIGHT AVENUE,,10461.0,7.0,0.0,7.0,5000.0,6467.0,1927.0,2,C1,980000,07/29/2025,13.795308871054397,Bronx
2,MORRIS PARK/VAN NEST,07 RENTALS - WALKUP APARTMENTS,2A,4272,44,,C2,1918 HAIGHT AVENUE,,10461.0,6.0,0.0,6.0,4200.0,6156.0,1927.0,2,C2,500000,10/09/2025,13.122365377402328,Bronx
2,MORRIS PARK/VAN NEST,08 RENTALS - ELEVATOR APARTMENTS,2,4273,13,,D1,1955 WILLIAMSBRIDGE ROAD,,10461.0,62.0,0.0,62.0,17500.0,74500.0,1961.0,2,D1,4139750,01/28/2025,15.236146199065182,Bronx
2,MORRIS PARK/VAN NEST,21 OFFICE BUILDINGS,4,4034,1,,O7,726 MORRIS PARK AVENUE,,10462.0,0.0,1.0,1.0,4500.0,7954.0,1930.0,4,O7,3000000,07/07/2025,14.914123179965662,Bronx
2,MORRIS PARK/VAN NEST,21 OFFICE BUILDINGS,4,4113,39,,O2,1602 HERING AVENUE,,10461.0,0.0,1.0,1.0,2500.0,1642.0,1920.0,4,O2,1275000,03/19/2025,14.058457520888082,Bronx
2,MORRIS PARK/VAN NEST,21 OFFICE BUILDINGS,4,4132,6,,O8,1867 WILLIAMSBRIDGE ROAD,,10461.0,1.0,1.0,2.0,6500.0,3426.0,1950.0,4,O8,1875000,04/15/2025,14.444119750719839,Bronx
2,MORRIS PARK/VAN NEST,22 STORE BUILDINGS,4,4096,7,,K4,966 MORRIS PARK AVENUE,,10462.0,0.0,4.0,4.0,5000.0,7500.0,1953.0,4,K4,2500000,09/08/2025,14.731801689838349,Bronx
2,MORRIS PARK/VAN NEST,22 STORE BUILDINGS,4,4200,35,,K1,1800 WILLIAMSBRIDGE ROAD,,10461.0,0.0,2.0,2.0,35000.0,13488.0,1962.0,4,K1,9900000,10/03/2025,16.108045416114916,Bronx
2,MORRIS PARK/VAN NEST,29 COMMERCIAL GARAGES,4,4113,40,,G7,N/A HERING AVENUE,,10461.0,0.0,0.0,0.0,5000.0,0.0,,4,G7,1275000,03/19/2025,14.058457520888082,Bronx
2,MORRIS PARK/VAN NEST,30 WAREHOUSES,4,4064,28,,E1,1554 PAULDING AVENUE,,10462.0,1.0,1.0,2.0,4455.0,5996.0,1956.0,4,E1,1350000,01/14/2025,14.115615891155079,Bronx
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2617,71,,A5,669 EAGLE AVE,,10455.0,1.0,0.0,1.0,3265.0,1152.0,1992.0,1,A5,600000,12/26/2024,13.304686600863562,Bronx
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2617,128,,A5,690 SAINT ANNS AVE,,10455.0,1.0,0.0,1.0,3060.0,1152.0,1993.0,1,A5,650000,10/28/2025,13.384729180332174,Bronx
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2623,200,,S1,651 JACKSON AVENUE,,10455.0,1.0,1.0,2.0,1218.0,1188.0,1901.0,1,S1,450000,05/12/2025,13.017005083966255,Bronx
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2624,9,,A5,644 EAGLE AVENUE,,10455.0,1.0,0.0,1.0,3000.0,1152.0,1992.0,1,A5,500000,11/20/2024,13.122365377402328,Bronx
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2628,133,,A5,718 CAULDWELL AVENUE,,10455.0,1.0,0.0,1.0,1850.0,1152.0,1992.0,1,A5,570000,06/25/2025,13.25339339419516,Bronx
